R~matter	-0.36950
R=us.4	-0.36811
R~administration	-0.36763
R=work.3	-0.36517
R~partly	-0.36442
R~full	-0.36369
R~progress	-0.36277
R=unnecessary.3	-0.36179
_^is^also^unnecessary	-0.36179
_^is^also^unnecessary^.	-0.36179
R~tough	-0.36146
L=had.1	-0.36104
R=NE.4	-0.36043
R=be.2	-0.35996
_^has^been	-0.35951
analysts^doubt^_	-0.35891
analysts^doubt^_^.	-0.35891
doubt^_^.	-0.35891
securities^analysts^doubt^_	-0.35891
securities^analysts^doubt^_^.	-0.35891
some^securities^analysts^doubt^_	-0.35891
R~take	-0.35767
R~bank	-0.35700
R~investors	-0.35571
L=prove.1	-0.35524
and^he^can^prove^_	-0.35524
can^prove^_	-0.35524
can^prove^_^.	-0.35524
he^can^prove^_	-0.35524
he^can^prove^_^.	-0.35524
prove^_^.	-0.35524
R~this	-0.35499
R~ridiculous	-0.35496
R=approach.4	-0.35444
L=stay.2	-0.35186
stay^with^_	-0.35186
stay^with^_^.	-0.35186
stay^with^_^.^''	-0.35186
to^stay^with^_	-0.35186
to^stay^with^_^.	-0.35186
ways^to^stay^with^_	-0.35186
4,1+IT	-0.35035
L=depends.2	-0.34995
depends^on^_	-0.34995
depends^on^_^.	-0.34995
growth^depends^on^_	-0.34995
growth^depends^on^_^.	-0.34995
long-term^growth^depends^on^_	-0.34995
R~...	-0.34971
R~even	-0.34957
R=after.3	-0.34880
,^_^would	-0.34820
R~build	-0.34789
R=brokers.2	-0.34416
R=scared.1	-0.34416
R~survived	-0.34416
_^scared^brokers	-0.34416
_^scared^brokers^,	-0.34416
_^scared^brokers^,^but	-0.34416
R~game	-0.34389
R=all.2	-0.34382
_^with^a	-0.34316
R=sense.5	-0.34221
R=easy.1	-0.34057
4,1+NGM=UNDEF	-0.33989
R~mother	-0.33936
R~to	-0.33824
L=found.1	-0.33792
R=take.2	-0.33740
R=how.4	-0.33712
R~approach	-0.33663
R=said.4	-0.33659
R~future	-0.33596
R~saying	-0.33564
do^not^understand^_	-0.33488
do^not^understand^_^.	-0.33488
just^do^not^understand^_	-0.33488
not^understand^_	-0.33488
not^understand^_^.	-0.33488
R~shot	-0.33426
R=or.2	-0.33380
L=said.2	-0.33328
said^_^was	-0.33289
R~what	-0.33209
R~brokers	-0.33109
much^about^_	-0.33052
much^about^_^.	-0.33052
not^think^much^about^_	-0.33052
think^much^about^_	-0.33052
think^much^about^_^.	-0.33052
R=one.5	-0.32992
R=like.2	-0.32988
,^_^has^a	-0.32939
,^_^has^a^tremendous	-0.32939
L=way.2	-0.32939
R=influence.4	-0.32939
_^has^a^tremendous	-0.32939
_^has^a^tremendous^influence	-0.32939
go^one^way^,^_	-0.32939
one^way^,^_	-0.32939
one^way^,^_^has	-0.32939
way^,^_	-0.32939
way^,^_^has	-0.32939
way^,^_^has^a	-0.32939
R='re.3	-0.32916
R~jail	-0.32840
_^all^.	-0.32787
of^_^all^.	-0.32787
_^is^just	-0.32768
R~happened	-0.32673
R=comes.1	-0.32665
R~forced	-0.32419
R~close	-0.32389
R=possible.3	-0.32131
to^do^_^.	-0.32004
L=will.2	-0.31962
of^_^,	-0.31926
R=be.4	-0.31850
R~worry	-0.31815
R~ones	-0.31569
R~record	-0.31563
4,2+IT	-0.31425
R~may	-0.31406
R=something.3	-0.31405
R~fault	-0.31375
L=call.1	-0.31280
R~historic	-0.31161
think^about^_	-0.31038
get^out^of^_	-0.30992
get^out^of^_^?	-0.30992
out^of^_^?	-0.30992
we^get^out^of^_	-0.30992
R~seemed	-0.30947
R=clear.2	-0.30922
,^said^_^is	-0.30888
R=so.4	-0.30740
He^said^_^has	-0.30712
He^said^_^has^not	-0.30712
R=determined.5	-0.30712
_^has^not^yet^been	-0.30712
R~case	-0.30710
L=figure.1	-0.30656
figure^_^is	-0.30656
_^would^be	-0.30645
for^_^.^''	-0.30614
Call^_^disaster	-0.30562
Call^_^disaster^marketing	-0.30562
Call^_^disaster^marketing^.	-0.30562
R=disaster.1	-0.30562
R=marketing.2	-0.30562
_^disaster^marketing	-0.30562
_^disaster^marketing^.	-0.30562
R~'d	-0.30555
L=puts.1	-0.30548
,^saying^_	-0.30532
R~steel	-0.30508
He^said^_	-0.30494
L=on.1	-0.30448
L=court.2	-0.30443
R~chaos	-0.30429
said^_^has^not^yet	-0.30405
R~between	-0.30400
_^comes^to	-0.30367
R~easier	-0.30199
R~00-year-old	-0.30174
R~author	-0.30114
R~cleared	-0.30032
R~fall	-0.29964
R=exercise.4	-0.29955
Exxon^officials^said^_	-0.29930
Exxon^officials^said^_^will	-0.29930
L=officials.2	-0.29930
_^will^cost	-0.29930
_^will^cost^less	-0.29930
_^will^cost^less^to	-0.29930
officials^said^_	-0.29930
officials^said^_^will	-0.29930
officials^said^_^will^cost	-0.29930
said^_^will^cost	-0.29930
said^_^will^cost^less	-0.29930
R=interest.5	-0.29826
Call^_^anecdotal	-0.29823
Call^_^anecdotal^if	-0.29823
Call^_^anecdotal^if^you	-0.29823
R=anecdotal.1	-0.29823
R~anecdotal	-0.29823
_^anecdotal^if	-0.29823
_^anecdotal^if^you	-0.29823
_^anecdotal^if^you^will	-0.29823
L=analysts.2	-0.29816
R~she	-0.29705
R~cheaper	-0.29689
R~easy	-0.29672
_^came^in	-0.29663
_^came^in^NE	-0.29663
_^came^in^NE^'s	-0.29663
R~why	-0.29648
4,1+IT-UNDEF	-0.29519
_^might^be	-0.29457
R~reasonable	-0.29219
,^do^_	-0.29200
,^do^_^.	-0.29200
against^it^,^do^_	-0.29200
it^,^do^_	-0.29200
it^,^do^_^.	-0.29200
R=..1	-0.29197
R~promise	-0.29197
R~temporary	-0.29180
R~safety	-0.29172
R~man	-0.29025
R~fear	-0.28969
_^just^is	-0.28947
_^just^is^not	-0.28947
_^just^is^not^done	-0.28947
L=acting.2	-0.28840
_^...^.	-0.28840
acting^on^_	-0.28840
acting^on^_^...	-0.28840
acting^on^_^...^.	-0.28840
and^acting^on^_	-0.28840
and^acting^on^_^...	-0.28840
on^_^...	-0.28840
on^_^...^.	-0.28840
product^and^acting^on^_	-0.28840
R=just.1	-0.28802
R~need	-0.28794
_^was^NE	-0.28753
,^then^_^will	-0.28746
,^then^_^will^be	-0.28746
R=different.4	-0.28746
R=story.5	-0.28746
_^will^be^a^different	-0.28746
month^,^then^_	-0.28746
month^,^then^_^will	-0.28746
next^month^,^then^_	-0.28746
then^_^will	-0.28746
then^_^will^be	-0.28746
then^_^will^be^a	-0.28746
R=may.1	-0.28727
R=much.5	-0.28716
R~driving	-0.28636
;^``^_	-0.28560
R=see.4	-0.28540
R~host	-0.28539
R=say.5	-0.28526
R=been.4	-0.28502
R~or	-0.28469
R~headquarters	-0.28467
R~surprising	-0.28430
And^so^_	-0.28421
R~stupid	-0.28403
R=like.5	-0.28365
L=doubt.1	-0.28315
R=clear.4	-0.28248
R~school	-0.28203
R~exercise	-0.28162
R~prevent	-0.28136
But^_^is	-0.28068
,^_^can^also	-0.28052
,^_^can^also^bring	-0.28052
L=growth.2	-0.28052
R=host.5	-0.28052
R~unforeseen	-0.28052
_^can^also	-0.28052
_^can^also^bring	-0.28052
_^can^also^bring^a	-0.28052
growth^,^_	-0.28052
growth^,^_^can	-0.28052
growth^,^_^can^also	-0.28052
shortcut^to^growth^,^_	-0.28052
to^growth^,^_	-0.28052
to^growth^,^_^can	-0.28052
said^_^has^not	-0.28019
R=years.4	-0.28013
R=disruptive.4	-0.27802
_^has^not^been^disruptive	-0.27802
``^_^has^not	-0.27802
``^_^has^not^been	-0.27802
R~getting	-0.27722
L~this	-0.27708
R~power	-0.27708
R=shot.2	-0.27704
_^a^shot	-0.27704
_^a^shot^.	-0.27704
give^_^a^shot	-0.27704
give^_^a^shot^.	-0.27704
going^to^give^_	-0.27704
going^to^give^_^a	-0.27704
is^going^to^give^_	-0.27704
to^give^_^a	-0.27704
to^give^_^a^shot	-0.27704
R~prison	-0.27668
_^has^been^three	-0.27668
_^has^been^three^years	-0.27668
R=to.4	-0.27652
_^should^be^considered	-0.27634
_^should^be^considered^against	-0.27634
R~pretty	-0.27626
R=put.5	-0.27616
R~see	-0.27544
R=brotherism.4	-0.27528
R=smacks.1	-0.27528
R~brotherism	-0.27528
R~smacks	-0.27528
_^smacks^of	-0.27528
_^smacks^of^big	-0.27528
_^smacks^of^big^brotherism	-0.27528
``^_^smacks	-0.27528
``^_^smacks^of	-0.27528
``^_^smacks^of^big	-0.27528
R~such	-0.27525
R=certain.3	-0.27497
R~common	-0.27480
_^was^NE^'s^huge	-0.27468
with^_^.^''	-0.27450
L=Or.2	-0.27410
R=for.2	-0.27407
that^_^would^be	-0.27402
that^_^would^be^a	-0.27402
_^does^not^take	-0.27331
_^does^not^take^much	-0.27331
R=huge.4	-0.27327
R~borrowed	-0.27261
R~public	-0.27259
R~second	-0.27221
R~leaders	-0.27214
give^_^a	-0.27213
R~especially	-0.27138
R=worth.3	-0.27100
R=harsh.3	-0.27054
R~harsh	-0.27054
_^``^less	-0.27054
_^``^less^harsh	-0.27054
_^``^less^harsh^.	-0.27054
he^said^make^_	-0.27054
he^said^make^_^``	-0.27054
make^_^``	-0.27054
make^_^``^less	-0.27054
make^_^``^less^harsh	-0.27054
said^make^_	-0.27054
said^make^_^``	-0.27054
said^make^_^``^less	-0.27054
which^he^said^make^_	-0.27054
R=peaceful.3	-0.26980
R~peaceful	-0.26980
_^is^a^peaceful	-0.26980
_^is^a^peaceful^time	-0.26980
R~told	-0.26913
R~none	-0.26872
R~trader	-0.26829
R~obtain	-0.26790
R=pretty.4	-0.26746
R=what.4	-0.26746
_^is^not^a^pretty	-0.26746
R=;.1	-0.26715
_^is^not^worth	-0.26691
R~kinds	-0.26625
R=country.5	-0.26456
R=entrenched.2	-0.26456
R~colonial	-0.26456
R~entrenched	-0.26456
_^is^entrenched	-0.26456
_^is^entrenched^in	-0.26456
_^is^entrenched^in^the	-0.26456
R=common.4	-0.26451
R~tremendous	-0.26447
L=secret.2	-0.26437
made^no^secret^of^_	-0.26437
no^secret^of^_	-0.26437
no^secret^of^_^.	-0.26437
secret^of^_	-0.26437
secret^of^_^.	-0.26437
_^made^our	-0.26384
_^made^our^NE	-0.26384
_^made^our^NE^NE	-0.26384
``^_^made	-0.26384
``^_^made^our	-0.26384
``^_^made^our^NE	-0.26384
R=me.3	-0.26356
R~picture	-0.26333
R=for.4	-0.26325
R~buy-out	-0.26314
R=on.3	-0.26232
R~former	-0.26223
R=unjust.2	-0.26209
R~unjust	-0.26209
_^is^unjust	-0.26209
_^is^in^the^NE	-0.26208
to^give^_	-0.26170
R=considered.3	-0.26142
But^_^will^not	-0.26128
But^_^will^not^be	-0.26128
R=boom.5	-0.26128
R~boom	-0.26128
_^will^not^be^a	-0.26128
R=together.1	-0.26124
_^together^as	-0.26124
_^together^as^NE	-0.26124
_^together^as^NE^NE	-0.26124
chance^of^getting^_	-0.26124
chance^of^getting^_^together	-0.26124
getting^_^together	-0.26124
getting^_^together^as	-0.26124
getting^_^together^as^NE	-0.26124
much^chance^of^getting^_	-0.26124
of^getting^_^together	-0.26124
of^getting^_^together^as	-0.26124
R~mountain	-0.26105
and^wide^to^do^_	-0.26067
wide^to^do^_	-0.26067
wide^to^do^_^.	-0.26067
R=yet.3	-0.26040
R~age	-0.26030
_^is^one^more	-0.25916
to^make^_	-0.25905
of^_^all	-0.25895
when^_^comes	-0.25881
R=debt.5	-0.25781
R=earthshaking.5	-0.25724
R~earthshaking	-0.25724
_^will^not^be^an	-0.25724
``^_^will^not^be	-0.25724
,^we^expect^_	-0.25705
,^we^expect^_^'ll	-0.25705
_^'ll^be^on	-0.25705
_^'ll^be^on^line	-0.25705
expect^_^'ll	-0.25705
expect^_^'ll^be	-0.25705
expect^_^'ll^be^on	-0.25705
order^,^we^expect^_	-0.25705
we^expect^_	-0.25705
we^expect^_^'ll	-0.25705
we^expect^_^'ll^be	-0.25705
_^would^not^be	-0.25698
R=ridiculous.2	-0.25638
_^is^ridiculous	-0.25638
had^_^,	-0.25638
R=would.4	-0.25613
R~quality	-0.25594
to^_^.	-0.25584
And^_^was	-0.25569
And^_^was^stupid	-0.25569
And^_^was^stupid^.	-0.25569
R=stupid.2	-0.25569
_^was^stupid	-0.25569
_^was^stupid^.	-0.25569
R~suppliers	-0.25511
R=we.4	-0.25478
R~without	-0.25466
R~``	-0.25422
R=against.4	-0.25368
R=always.2	-0.25341
_^has^always	-0.25341
_^has^always^been	-0.25341
_^has^always^been^so	-0.25341
that^_^is^too	-0.25322
R~economy	-0.25320
R=ease.2	-0.25301
R=jail.3	-0.25301
R=overcrowding.4	-0.25301
R=while.5	-0.25301
R~overcrowding	-0.25301
R~preserving	-0.25301
R~structures	-0.25301
_^would^ease	-0.25301
_^would^ease^jail	-0.25301
_^would^ease^jail^overcrowding	-0.25301
L=richer.2	-0.25290
all^the^richer^for^_	-0.25290
richer^for^_	-0.25290
richer^for^_^.	-0.25290
the^richer^for^_	-0.25290
the^richer^for^_^.	-0.25290
_^is^in^the	-0.25237
L=of.1	-0.25226
R~five	-0.25160
think^about^_^.	-0.25151
to^think^about^_	-0.25151
to^think^about^_^.	-0.25151
weekend^to^think^about^_	-0.25151
R~problems	-0.25129
NE^_^,	-0.25046
``^NE^_^,	-0.25046
R~deadline	-0.24997
R=of.5	-0.24992
R=aftershock.3	-0.24891
R~aftershock	-0.24891
_^is^an^aftershock	-0.24891
_^is^an^aftershock^,	-0.24891
,^_^would^not	-0.24843
R~wave	-0.24792
R~taken	-0.24775
L=And.2	-0.24726
R=work.4	-0.24685
_^was^NE^NE	-0.24681
R=would.1	-0.24657
R=picture.5	-0.24603
_^was^not	-0.24596
R=other.3	-0.24577
R~yet	-0.24566
R=time.3	-0.24550
R=partly.2	-0.24500
how^to^do^_	-0.24350
how^to^do^_^.	-0.24350
over^how^to^do^_	-0.24350
R~not	-0.24348
_^was^just	-0.24336
R~different	-0.24317
think^of^_	-0.24271
R~indeed	-0.24243
R=have.2	-0.24164
R=''.2	-0.24018
,^but^_^is^a	-0.23980
but^_^is^a	-0.23980
,^as^we^call^_	-0.23955
as^we^call^_	-0.23955
as^we^call^_^.	-0.23955
call^_^.	-0.23955
call^_^.^''	-0.23955
we^call^_	-0.23955
we^call^_^.	-0.23955
we^call^_^.^''	-0.23955
R=can.4	-0.23932
R~wines	-0.23881
R~something	-0.23860
_^is^difficult	-0.23831
R=in.1	-0.23820
_^is^going^to^be	-0.23814
R~effect	-0.23799
R~markets	-0.23797
R=line.4	-0.23752
R=much.4	-0.23714
NE^_^is^relaxing	-0.23706
NE^_^is^relaxing^.	-0.23706
R=relaxing.2	-0.23706
R~relaxing	-0.23706
_^is^relaxing	-0.23706
_^is^relaxing^.	-0.23706
``^NE^_^is^relaxing	-0.23706
R=looks.1	-0.23686
R=this.4	-0.23677
R~against	-0.23674
L=,.1	-0.23628
R=colorlessness.5	-0.23576
R=seed.3	-0.23576
R~colorlessness	-0.23576
R~grams	-0.23576
R~seed	-0.23576
_^is^the^seed	-0.23576
_^is^the^seed^'s	-0.23576
R=been.3	-0.23542
R~designed	-0.23489
R~culture	-0.23408
out^of^_	-0.23403
R~away	-0.23388
L=today.2	-0.23366
R=reflection.3	-0.23366
R~disintegration	-0.23366
R~reflection	-0.23366
_^is^a^reflection	-0.23366
_^is^a^reflection^of	-0.23366
as^_^is^a	-0.23366
as^_^is^a^reflection	-0.23366
life^today^as^_	-0.23366
life^today^as^_^is	-0.23366
public^life^today^as^_	-0.23366
today^as^_	-0.23366
today^as^_^is	-0.23366
today^as^_^is^a	-0.23366
R~helped	-0.23336
R~little	-0.23295
L=guessed.1	-0.23177
you^guessed^_	-0.23177
NE^does^that^_	-0.23148
NE^does^that^_^would	-0.23148
R=waste.4	-0.23148
R~waste	-0.23148
_^would^be^a^waste	-0.23148
does^that^_	-0.23148
does^that^_^would	-0.23148
does^that^_^would^be	-0.23148
whatever^NE^does^that^_	-0.23148
L=injuries.2	-0.23130
R=determined.4	-0.23130
_^ca^not^be^determined	-0.23130
for^injuries^when^_	-0.23130
for^injuries^when^_^ca	-0.23130
injuries^when^_	-0.23130
injuries^when^_^ca	-0.23130
injuries^when^_^ca^not	-0.23130
manufacturers^for^injuries^when^_	-0.23130
when^_^ca	-0.23130
when^_^ca^not	-0.23130
when^_^ca^not^be	-0.23130
R~appear	-0.23104
R=well.5	-0.23099
But^_^does^not	-0.23097
R=stop.5	-0.23073
``^_^is^not^going	-0.23073
R~general	-0.23051
L=to.1	-0.23042
R~mean	-0.22990
not^say^_	-0.22971
not^say^_^is	-0.22971
R~plant	-0.22960
_^could^take	-0.22937
R=he.2	-0.22912
R~change	-0.22892
R=or.4	-0.22888
,^saying^_^helped	-0.22887
,^saying^_^helped^minimize	-0.22887
R=damage.3	-0.22887
R=helped.1	-0.22887
R=minimize.2	-0.22887
R~000-point	-0.22887
R~minimize	-0.22887
_^helped^minimize	-0.22887
_^helped^minimize^damage	-0.22887
_^helped^minimize^damage^from	-0.22887
dollar^,^saying^_	-0.22887
dollar^,^saying^_^helped	-0.22887
saying^_^helped	-0.22887
saying^_^helped^minimize	-0.22887
saying^_^helped^minimize^damage	-0.22887
the^dollar^,^saying^_	-0.22887
R~led	-0.22886
R=I.3	-0.22761
L=them.1	-0.22738
R=done.3	-0.22738
R~la	-0.22738
_^will^be^done	-0.22738
_^will^be^done^,	-0.22738
and^tell^them^_	-0.22738
and^tell^them^_^will	-0.22738
lie^and^tell^them^_	-0.22738
tell^them^_	-0.22738
tell^them^_^will	-0.22738
tell^them^_^will^be	-0.22738
them^_^will	-0.22738
them^_^will^be	-0.22738
them^_^will^be^done	-0.22738
,^_^can	-0.22725
R=a.5	-0.22695
R~particularly	-0.22675
R=seems.1	-0.22636
R=tough.2	-0.22629
L=saying.1	-0.22602
``^_^is^very	-0.22599
R~him	-0.22556
NE^puts^_^.	-0.22555
NE^}^NE^puts^_	-0.22555
puts^_^.	-0.22555
}^NE^puts^_	-0.22555
}^NE^puts^_^.	-0.22555
L=out.2	-0.22533
NE^responded^,^``^_	-0.22521
_^is^a^deal	-0.22521
_^is^a^deal^.	-0.22521
``^_^is^a^deal	-0.22521
responded^,^``^_	-0.22521
responded^,^``^_^is	-0.22521
R~story	-0.22519
R~movie	-0.22511
_^was^the	-0.22504
R~presence	-0.22453
R=law.4	-0.22412
R=school.5	-0.22412
_^was^also	-0.22412
_^was^also^in	-0.22412
_^was^also^in^law	-0.22412
L=way.1	-0.22393
way^_^was	-0.22393
_^,^he	-0.22365
R=unclear.2	-0.22363
_^does^not	-0.22314
R~weigh	-0.22301
NE^puts^_	-0.22263
R~cash	-0.22232
R~meeting	-0.22196
NE^thing^_	-0.22172
NE^thing^_^says	-0.22172
NE^thing^_^says^about	-0.22172
_^says^about	-0.22172
_^says^about^NE	-0.22172
_^says^about^NE^is	-0.22172
``^NE^thing^_	-0.22172
``^NE^thing^_^says	-0.22172
thing^_^says	-0.22172
thing^_^says^about	-0.22172
thing^_^says^about^NE	-0.22172
R~interest	-0.22171
R~too	-0.22139
R~now	-0.22121
is^that^_^is	-0.22120
R~gas	-0.22109
R~attract	-0.22041
R=are.4	-0.21989
R=past.1	-0.21959
,^_^will^become	-0.21941
,^_^will^become^non-economical	-0.21941
L=point.2	-0.21941
NE^some^point^,^_	-0.21941
R=non-economical.3	-0.21941
R~non-economical	-0.21941
_^will^become	-0.21941
_^will^become^non-economical	-0.21941
_^will^become^non-economical^for	-0.21941
point^,^_	-0.21941
point^,^_^will	-0.21941
point^,^_^will^become	-0.21941
some^point^,^_	-0.21941
some^point^,^_^will	-0.21941
R~profits	-0.21933
R~comes	-0.21886
when^_^comes^to	-0.21848
R~students	-0.21819
R=less.2	-0.21795
R=anybody.2	-0.21779
R~seven	-0.21779
_^were^anybody	-0.21779
_^were^anybody^other	-0.21779
_^were^anybody^other^than	-0.21779
``^if^_	-0.21779
``^if^_^were	-0.21779
``^if^_^were^anybody	-0.21779
if^_^were^anybody	-0.21779
if^_^were^anybody^other	-0.21779
not^object^``^if^_	-0.21779
object^``^if^_	-0.21779
object^``^if^_^were	-0.21779
But^_^will	-0.21734
R=whether.4	-0.21734
_^is^in	-0.21696
NE^we^will^take^_	-0.21681
R=consideration.2	-0.21681
_^into^consideration	-0.21681
_^into^consideration^.	-0.21681
_^into^consideration^.^''	-0.21681
take^_^into	-0.21681
take^_^into^consideration	-0.21681
take^_^into^consideration^.	-0.21681
we^will^take^_	-0.21681
we^will^take^_^into	-0.21681
will^take^_	-0.21681
will^take^_^into	-0.21681
will^take^_^into^consideration	-0.21681
L=process.2	-0.21676
_^would^not^be^in	-0.21676
process^says^_	-0.21676
process^says^_^would	-0.21676
process^says^_^would^not	-0.21676
says^_^would	-0.21676
says^_^would^not	-0.21676
says^_^would^not^be	-0.21676
the^process^says^_	-0.21676
the^process^says^_^would	-0.21676
to^the^process^says^_	-0.21676
R=nightmare.3	-0.21648
R~nightmare	-0.21648
_^was^a^nightmare	-0.21648
_^was^a^nightmare^,	-0.21648
_^was^reported^.	-0.21632
is^the^way^_	-0.21632
is^the^way^_^was	-0.21632
that^is^the^way^_	-0.21632
the^way^_	-0.21632
the^way^_^was	-0.21632
the^way^_^was^reported	-0.21632
way^_^was^reported	-0.21632
way^_^was^reported^.	-0.21632
``^_^is^just	-0.21608
R~important	-0.21597
R=also.2	-0.21518
L=copying.2	-0.21490
R=appropriate.2	-0.21490
R=examine.4	-0.21490
R~examine	-0.21490
_^``^appropriate	-0.21490
_^``^appropriate^to	-0.21490
_^``^appropriate^to^examine	-0.21490
copying^makes^_	-0.21490
copying^makes^_^``	-0.21490
copying^makes^_^``^appropriate	-0.21490
home^copying^makes^_	-0.21490
home^copying^makes^_^``	-0.21490
makes^_^``	-0.21490
makes^_^``^appropriate	-0.21490
makes^_^``^appropriate^to	-0.21490
of^home^copying^makes^_	-0.21490
R~damage	-0.21476
R=came.1	-0.21426
NE^just^never^gave^_	-0.21424
gave^_^up	-0.21424
gave^_^up^,	-0.21424
gave^_^up^,^''	-0.21424
just^never^gave^_	-0.21424
just^never^gave^_^up	-0.21424
never^gave^_	-0.21424
never^gave^_^up	-0.21424
never^gave^_^up^,	-0.21424
R=which.4	-0.21394
R~chooses	-0.21394
R~gaining	-0.21394
_^will^not^matter	-0.21394
_^will^not^matter^which	-0.21394
become^so^tight^that^_	-0.21394
so^tight^that^_	-0.21394
so^tight^that^_^will	-0.21394
that^_^will^not^matter	-0.21394
tight^that^_	-0.21394
tight^that^_^will	-0.21394
tight^that^_^will^not	-0.21394
L=take-it-or-leave.1	-0.21364
R~hour	-0.21364
R~wage	-0.21364
_^''^offer	-0.21364
_^''^offer^on	-0.21364
_^''^offer^on^the	-0.21364
``^take-it-or-leave^_	-0.21364
``^take-it-or-leave^_^''	-0.21364
``^take-it-or-leave^_^''^offer	-0.21364
a^final^``^take-it-or-leave^_	-0.21364
final^``^take-it-or-leave^_	-0.21364
final^``^take-it-or-leave^_^''	-0.21364
take-it-or-leave^_^''	-0.21364
take-it-or-leave^_^''^offer	-0.21364
take-it-or-leave^_^''^offer^on	-0.21364
R=reported.2	-0.21322
L=approach.1	-0.21289
NE^they^approach^_	-0.21289
NE^they^approach^_^with	-0.21289
R=altruistic.5	-0.21289
R=benevolent.3	-0.21289
R~altruistic	-0.21289
R~benevolent	-0.21289
_^with^a^benevolent	-0.21289
_^with^a^benevolent^,	-0.21289
``^NE^they^approach^_	-0.21289
approach^_^with	-0.21289
approach^_^with^a	-0.21289
approach^_^with^a^benevolent	-0.21289
they^approach^_	-0.21289
they^approach^_^with	-0.21289
they^approach^_^with^a	-0.21289
NE^,^said^_^is	-0.21223
R=says.5	-0.21207
R=wines.5	-0.21207
R=young.4	-0.21207
_^is^happening^with	-0.21207
_^is^happening^with^young	-0.21207
different^is^that^_	-0.21207
different^is^that^_^is	-0.21207
is^different^is^that^_	-0.21207
is^that^_^is^happening	-0.21207
that^_^is^happening	-0.21207
